id,Emotion,Sentence
181,Enjoyment,"không rớ được honor magic v5 .
 vì giá tới 45 triệu khi mới ra mắt bán .
Giờ không biết con dt này hạ giá chưa ."
182,Disgust,Ai xài honor 400 pro 9 hãng r xin ý kiến với
183,Enjoyment,Samsung màn hay bị sọc và dùng thì chán lắm. Thằng xiao mì vẫn dùng bền nhất
184,Enjoyment,Anh review dòng nào bền bền đi
185,Enjoyment,"Honor dùng lâu có bền không anh em, thấy hoàn thiện tốt"
186,Enjoyment,V5 gập mở đầm tay ko anh Hùng
187,Enjoyment,"Đa số là điện thoại Trung Quốc nhỉ, honor, huawei dùng sướng thật"
188,Enjoyment,toàn mấy con xịn xò
189,Enjoyment,Nhìn con v5 mỏng ko khác gì điện thoại thành
190,Enjoyment,Trước xài v3 giờ lên v5 thấy nhẹ và mỏng hơn rõ
191,Fear,Anh review kĩ v5 đi
192,Enjoyment,"Magic OS trên v5 xài mượt, ít lỗi vặt"
193,Enjoyment,"Mình dùng v5 gần 1 tháng rồi, pin máy gập vậy là quá ổn"
194,Enjoyment,"v5 có mấy tính năng AI hay lắm, cam chụp cũng đẹp, con này cải thiện nhiều nhất so với mấy con gập ra mắt năm nay"
195,Enjoyment,"Ngoại hình fold 7 sang hơn mà dùng thấy thích v5 hơn, t dùng cả 2 con rồi"
196,Enjoyment,"v5 dùng thích lắm, pin trâu mang đi làm đủ cả ngày"
197,Enjoyment,Review thêm v5 với nubivia đi anh Hùng
198,Enjoyment,Đang tính chuyển từ fold 6 qua v5 đây
199,Enjoyment,A làm clip review v5 sau mấy tháng dùng đi anh
200,Enjoyment,Đang dùng v5 với iqoo i18 trong list đi
201,Disgust,con ss athanhhoa 5g bnh tiền v 🐺🐺💥💥
202,Disgust,cần 1 con máy toàn diện và chơi game không quá nặng ví dụ như liên quân thì con oppo find x9 đc khong anh
203,Enjoyment,"Ngân sách dưới 4m cũng đang tính múc tecno spark 40 pro , ai dùng rồi xin feedback đáng mua không có máy nào phân khúc này ổn hơn không"
204,Enjoyment,Học sinh nên mua oppo k13 turbo pro k và nó có miss tb  k ạ
205,Fear,Mới lấy poco x7 pro 12/256...... xài ổn ko thấy QC.... mượt... pin xai😢 bình thường mỗi ngày 5 ván liên quân... thì vô tư 1 ngày lướt mạng ko hết pin dc
206,Enjoyment,poco x7 pro hay x6 pro tốt hơn cho hssv ạ
207,Enjoyment,"mua 15T hối hận thật sự , 5g sài nóng, wi-fi chập chờm , màn xấu , pin hẹo , đem trả luoonn, hên đc back tiền 100% , hay do máy mình nhận nó lỗi , chán xiaomi năm nay"
208,Disgust,Giàu ko phải chọn mua tất
209,Disgust,Nhìn ô này giống HUY hoàng bên Liên quân vậy😂
210,Enjoyment,"ko mê nổi cụm camera mấy máy TQ luôn á, nó xấu đau đớn mà còn lệch nữa, mỗi honor magic 8 thấy đỡ đỡ xíu"
211,Enjoyment,mua a56 6tr quá ngon
212,Fear,Em đang cần tìm con màn hình đẹp phần mềm dùng lâu dài.chủ yếu xem phim slướt web.tầm khoảng 7 củ trở lại.mà ko biết chọn con nào.xin các bác tư vấn
213,Enjoyment,Xin link ốp lưng nha
214,Enjoyment,tầm giá 3tr5 meizu lucky 08 ngon nhất chưa anh e cần hiệu năng
215,Enjoyment,10tr đổ lại có máy nào chơi lq max setting cỡ 3 năm ko ad(hàng xt cũng được)
216,Enjoyment,Mọi người nghĩ sao về redmi tubo 4 giá gần 6tr ở thời điểm hiện tại?
217,Enjoyment,may con samsung bo qua cho nhanh review vo van
218,Enjoyment,Xiaomi 15t thì sao anh
219,Enjoyment,"10tr thì giữa 2 con nubia z60s pro và redmi K90 thì con nào hơn vậy anh (em cần 1 con dùng cỡ 5 năm, có chơi game và chụp ảnh)"
220,Enjoyment,Poco X7 Pro bữa săn sale lazada 12 - 13/12 áp xu thì bản 12/256 có thể áp dc là còn 6m
221,Enjoyment,"Dùng 3 năm cấp 3 thì tầm 4tr5 đổ lại thì con nào dc ạ ( game và học, full tiếng việt)"
222,Enjoyment,Chào ah tầm 7tr con nào chiến game ngon vậy ah em cảm ơn ạ
223,Enjoyment,20 triệu mua Iphone 14 pro max like new 1TB được không anh
224,Enjoyment,"Tôi Không Có Tiền Khi Xem Video Này... 
Buồn Wéeeee :("
225,Enjoyment,con redmi note 14 pro + quay chụp ổn không mn
226,Enjoyment,Anh em sửa chữa tại Hoàng Hà Care thì cứ nói là xem qua kênh Dương Dê là được giảm giá nha: https://hoanghamobile.com/tin-tuc/hoang-ha-care-dich-vu-sua-chua-dien-thoai-may-tinh-bang-voi-gia-tot-nhat-thi-truong/?gad_source=1&gad_campaignid=23371110852&gbraid=0AAAAADfCGpYjOwBAjLuL7cbFUQxTJ5iB1&gclid=Cj0KCQiA1czLBhDhARIsAIEc7uhcdBsw6MslHJE2dl0_FaVwecODSbMkowj_dLCyOtrmD8ovufR-H_waAoqhEALw_wcB
227,Enjoyment,Oppo Reno 15f với iPhone 12prm cùng tầm với giá tiền thì nên chọn con nào ạ. e xin c.on
228,Enjoyment,"anh dương ơi hiện tại em có  7 triệu muốn mua 1 chiếc điện thoại để học cấp 3 nên cần cấu hình dùng trong 3-5 năm , lâu lâu chơi vài  tựa game nhẹ  với lướt tiktok và cần bộ nhớ nhiều chút để phục  vụ học tập ,pin đủ dùng 1 ngày ạ quan trọng là ph em chỉ cho mua trực tiếp tại TGDD thoi ạ ,mong anh giúp em , chúc anh và gia đình nhiều sức khỏe"
229,Enjoyment,Vậy sao không lên tý tiền mua Oppo fine x8
230,Enjoyment,Hỏi làm cái gì. nhức đầu lắm. có  tiền thì. Android. Không tiền thì. iphone cho nó Bền. mà nhanh nữa. Mọi người hiểu chớ...
231,Fear,e có tầm 13tr đang phân vân giữa ip14pro với vivo x200pro mini nhu cầu quay và chụp đẹp theo a nên chọn máy nào ạ.chúc a và gd sức khoẻ
232,Disgust,Cảm nhận cá nhân mỗi người riêng cá nhân mình thì iPhone mà chơi 😂
233,Fear,"Anh Dương ơi. Nhu cầu cần mua máy về để vừa làm máy chính (nghe, gọi, xem youtube...) vừa quay tiktok, thời trang, mỹ phẩm đơn giản (có macro càng tốt) và tiện edit trực tiếp luôn... thì nên mua máy gì ạ. Em dùng làm nghề, quay phụ cho máy ảnh nên không quan trọng ngoại hình vì đằng nào cũng bào liên tục. Giá rẻ để hồi vốn nhanh thì càng tốt ạ. Thấy mọi người bảo quay thì nên dùng Iphone nên em đang tìm hiểu dòng 12 và 14 (Pro, Pro Max 256gb). Ngoài ra thì không biết còn loại nào phù hợp không ạ, mong anh tư vấn. Em cảm ơn anh. Chúc anh và gia đình sức khoẻ."
234,Enjoyment,Anh Dương ơi tư vấn giúp em điện thoại phụ pin trâu giá rẻ chỉ cần dùng được app ngân hàng và phát wifi thôi với ạ
235,Enjoyment,"Chú Dương ơi, cho con hỏi là dưới 12 triệu thì nên mua loại tablet nào ạ. Nhu cầu của con là học bài, có cây bút để ghi chép với cả RAM 12gb để tiện học bài ạ. Màn hình ổn áp chút để xem phim giải trí nữa ạ. Mong chú tư vấn giúp con, chúc chú và gia đình nhiều sức khỏe ạ :3333"
236,Enjoyment,"e có mức kinh tế khoảng 25tr thì nên mua iPhone 16 pro hay Oppo find x9 hay samsung s25 vậy a?, e k chơi game nhiều, chỉ quan tâm camera, pin trâu, dùng mượt lâu dài, hàng cũ mới đều đc miễn là hàng chính hãng ạ."
237,Enjoyment,Bỏ ra 16 triệu mua con Xiaomi 14t pro lúc vào áp ngân hàng chỉ muốn đập
238,Fear,"Dạ em chào anh Dương, chúc anh và mn nhiều sức khoẻ, anh Dương tư vấn giúp em, em đang dùng 15 pro max định đổi sang s25U mà bù nhiều quá, anh cho em hỏi vs nhu cầu chơi game phổ thông các tác vụ bình thường ko hay chụp nhiều thì em nên bù đổi s25 ko hay mua những con android làm máy phụ ạ, nếu được a tư vấn giúp em, em cảm ơn ❤"
239,Enjoyment,"chào a ạ. e muốn mua điện thoại chính hãng làm máy phụ chỉ chơi game thôi. e muốn chơi liên quân bật max setting 120FPS mà vẫn ổn định, màn hình amoled/oled ạ . Tài chính dưới 6tr ạ. E cảm ơn a ạ."
240,Enjoyment,"mình hỏi xíu, mình cần 1 máy phụ chủ yếu là chụp hình, pin trâu loanh quanh dưới 5tr, con nào hợp lý nhỉ"
241,Disgust,Tôi mới phát hiện ra là chip 9500s và 9400 plus đều có cùng mã là mp6991 bạn có thể phân tích sao lại như thế được ko
242,Fear,Nghe cái pin trâu thì chọn iphone sao đc 😅 sao so đc với mấy con oppo
243,Enjoyment,Bây h mua pixel 9 pro xl làm máy chính thì có ổn với giá tiền ko vậy nhỉ
244,Enjoyment,Tính ra thì nên so ip với androi chứ ko riêng một hãng nào của androi
245,Enjoyment,15tr thì 14 pro hoặc 15 plus còn ip thì reno 14 pro hoặc find x8 nội địa hoặc find x7 ultra
246,Enjoyment,Vừa mua ip 17 24tr600 trong tgdd giảm dc 100k có ngon ko ạ 😊
247,Enjoyment,"dưới 20 tr thì mua Android, còn trên 20 thì mua Ip"
248,Fear,"Em chào anh Dương ạ, em là fan kênh anh đã lâu và nay mạn phép muốn nhờ anh tư vấn giúp. Thời điểm hiện tại fold 6 cũ giá đang loanh quanh 18tr, theo anh 1 năm tiếp theo thì fold 7 có giá như fold 6 bây giờ không ạ. Em đang dùng s23u và tính 1 năm nữa sẽ đổi sang máy gập, theo anh thì fold 7 có phải sự lựa chọn tối ưu nếu giá tầm 18tr ko ạ (anh có thể gợi ý thêm nếu như có option tối ưu hơn ạ) và lại anh giúp em phân tích qua ưu và nhược khi chuyển từ máy phẳng sang máy gập đc ko ạ. Em chúc anh 1 ngày làm việc hiệu quả ạ."
249,Enjoyment,"Chúc anh Dương nhiều sức khỏe à. Em muốn hỏi trong tầm tiền 15-20 triệu thì mua iphone hoặc android nào ngon ạ, nhu cầu của em là hiệu năng, pin, bộ nhớ, sử dụng lâu dài làm máy chính, hàng mới càng tốt còn không thì mua hàng cũ vẫn chấp nhận được"
250,Enjoyment,E chào a.a cho e hỏi thời điểm giờ nên mua 17prm hay chờ 18prm ra ạ.e đang dùng 15prm.nhu cầu e là quay video với chụp ảnh.e cảm ơn a
251,Enjoyment,Opp reno 15 săn shoppe có 11 củ 4 thôi
252,Enjoyment,Anh tư vấn giúp em tầm giá 18m thì mua ip nào đc ạ em thích điện thoại nhỏ
253,Fear,"A Dương tư vấn giúp e 1 con máy để quay video cho công trình xây dựng đẹp để e dựng video, e đang dùng 14promax rồi giờ muốn dùng thêm 1 con khác ạ, cảm ơn a nhiều, chúc a và gia đình sức khỏe!"
254,Enjoyment,Em đang phân vân ip 15prm với 16pro em thì cũng k sài gì mấy chỉ dùng tác vụ cơ bản thì nên chọn máy nào thì ok ạ
255,Disgust,T chọn Xiaomi hoặc iphone 99%😂
256,Enjoyment,Redmi note15 5g và poco x8 pro con nào chụp ảnh đẹp hơn ạ
257,Disgust,"A tư vấn giúp em tầm 15 đến 18 triệu nên mua con nào nhất ,ưu tiên pin trâu, hiệu năng mạnh( cần máy phụ để giải trí nên máy nội địa là đk)"
258,Enjoyment,"chỉ con gái mới thích ip va oppo và đặc biệt là gái giả trai

vì nhìn thiết kế nó cũng nữ tính, và thời trang


còn con trai, như tui và bạn bè tui toàn xiaomi, nubia, pova, ko... và ko còn ai chơi samsung gần như khai tử Samsung luôn vì nó đắt mà chất lượng như xịt"
259,Fear,"A tư vấn giúp e
Tài chính e tầm 6 triệu
A tư vấn giúp e.chiếc dt.chỉ cần làm exel và đa nhiệm tốt.e k chơi game.chỉ cầb pin và hiệu năng.và camera ạ
Chúc kênh của a càng ngày càng lớn mạnh.và các ê kíp cùng gia đình a luôn dồi dào sức khỏe ạ"
260,Enjoyment,Dạ chào chú Dương cho cháu hỏi là cuối năm nay nếu mua honor x9d thì có được không ạ  chỉ muốn là chụp hình ổn mà em thấy trên shopee giá tầm 6 củ thì có lời không ạ
261,Enjoyment,"Tiền ít đòi thịt thơm cứ Android mà quất😊, thiếu tiền mua iphone trả góp 😅, có tiền thì mua Iphone, thừa tiền mua Android ❤"
262,Enjoyment,Mình ko chơi game tài chính 18 triệu thích pin trâu sạc nhanh chip mạnh màn hình đẹp anh em tư vấn giúp mình
263,Enjoyment,Nên mua A56 thời điểm bây giờ hay chờ A57 ạ. E cảm ơn a và ekip
264,Disgust,"Em có thừa tiền nhưng vẫn mua s26ultra vì AI quá ngon, sạc nhanh, pin gần như ko thua 17prm"
265,Fear,"cho em hỏi là với kinh phí dưới 8 tr thì em nên mua con máy gì ạ 
nhu cầu : thông báo bth , chơi game lq setting vừa , sử dụng các tác vụ mượt mà ,camera bth  
mong anh dương hoặc ai đó tư vấn cho em ạ ( hè này em lên lớp 10 nên bố mẹ cho em dưới 8tr mua máy mua trực tiếp ngoài cửa hàng ko mua online )
em đang hướng tới con nothing phone 2aplus 12 256 hoặc 3a"
266,Enjoyment,Vô bổ!
267,Enjoyment,Bọn nay bán đắt vãi lon
268,Enjoyment,Viền kim loại thì đẹp sang nhưng viền nhựa có ưu điểm sóng khoẻ
269,Enjoyment,❤Shop ơi. Cho em hỏi với ạ. Em làm về game để ghi màn hình nét căng và cho ra chất lượng siêu cao để đăng thì lên dùng máy nào ạ. Dòng IP hay là các điện thoại TQ hay SS ạ. Mong shop cho xin gợi ý ạ. Em cảm ơn shop nhiều. Chúc Shop nhiều thành công.❤
270,Enjoyment,Vừa mua 16pro đc 2 tháng thì lại tăng giá 😅
271,Enjoyment,Samsung s25f vẫn ngon nhất oppo xion ko có tuổi
272,Disgust,Ximo ko có tuổi
273,Enjoyment,"2 củ -2,7 củ có máy nào ngon ko anh"
274,Enjoyment,"Tui mới mua xiaomi 15t chỉ có 8.5 tr thôi, bạn muốn đẩy hàng mà nói giá trên trời thì ai mua 😄"
275,Enjoyment,"Xiaomi thì cellphone bị ngáo giá rồi : đức huy mobile bán 15t dưới 10t , 15t pro bán hơn 14t 
Đó là chưa nói tới shoppe : 9t và 11t8"
276,Enjoyment,Con x9d thấy thông tin lên os10 ở đâu vậy mn? hình như chỉ ở 0s9 thôi
277,Enjoyment,"Nổ hũ  sặc mùi  cờ bạc ,, cẩn thận nhé"
278,Enjoyment,Em thấy Realme 14 5G cx khá ngon
279,Enjoyment,mua như thế có yên tâm không hay bị lừa
280,Enjoyment,Ae cho mình hỏi shop nào còn bán iqoo z10 turbo pro dưới 7tr k. H kiếm khó quá
281,Enjoyment,Làm top đt từ 15-20tr chính hãng đi bạn
282,Enjoyment,"e muốn mua con a56 cho phụ huynh dùng thì ổn k ta, ba e k bắn pubg, chắc chỉ có chụp hình vs quay phim th"
283,Enjoyment,"galaxy a36 5g vs  realme 13+ 5g 
cái nào ok hơn ạ..😅"
284,Enjoyment,"galaxy a36 5g vs  realme 13+ 5g 
cái nào ok hơn ạ..😅"
285,Enjoyment,Bạn kiểm tra giúp x7pro ở đâu còn hàng vậy nhỉ
286,Fear,Làm video về máy 5-7tr những máy nên mua 2026 và vẫn dùng được app banking Việt Nam đi ạ
287,Fear,mình có bg tối đa 4.000.000 thì mình nên mua con máy cũ nào để chơi game ạ? mình chỉ chơi game thôi chứ không quan tâm camera ạ. mọi người tư vấn giúp em với
288,Enjoyment,Samsung dễ bị sọc màn
289,Fear,Shoppee bây giờ ko còn vuocher giảm giá nữa
290,Enjoyment,Tư vấn cho em những con máy gaming 4-8 triệu với anh
291,Enjoyment,a tư vấn e con ipad dưới 20 nên mua dc ko ạ ( có 120hz càng tốt)🤔
292,Fear,realme có máy nào ko ạ
293,Enjoyment,điện thoại nào trong đây có camera đẹp nhất nhỉ
294,Enjoyment,Nào lên lại iQoo tubor10+ 6tr7 z anh
295,Enjoyment,hôm nay quần áo đẹp quá anh ơi
296,Fear,Sao mất tiêu cái voucher yt rồi có ai bị ko hay mỗi mình bị vậy
297,Enjoyment,Em đang dùng Turbo 4 Pro và đang muốn đổi sang 1 con máy khác thì 7tr có con nào không anh nhu cầu chỉ chơi liên quân và lâu lâu có chụp ảnh quay video pin trâu sạc nhanh càng tốt chính hãng sách tay không quan trọng
298,Enjoyment,3 đến 4 trịu có Nên mua tecno pova 7 ko ăn em hay chơi game 4 đến 6 tiếng 1 ngày vs sài chính hãng
299,Enjoyment,"Con nào cam đẹp cỡ 6-8tr mọi ng, ưu tiên cam & màn chứ cái khác ko quan trọng. Trừ ip với xiaomi ạ"
300,Disgust,Ae nào dùng r cho tôi xin ý kiến về con sony x1 mark 2 với
301,Enjoyment,"Sao vào đường link thấy báo x9d 8,5tr mà nói hơn 6tr"
302,Enjoyment,em dg phân vân giữa iqoo z10x và mi10s mong anh giải đáp
303,Enjoyment,"tài chính e khoảng 3-5tr thì nên mua máy android nào ạ, e có quan tâm pin, chip xử lí và camera ạ"
304,Enjoyment,Làm video mổ bụng honor x9d đi bạn
305,Enjoyment,"Anh ơi em thấy bên Viettel Store đang bán Galaxy A36 với Redmi Note 14 Pro+ 5G với giá gần như không chênh lệch nhau quá nhiều. Nhu cầu của em chủ yếu là AI phục vụ học tập và làm việc, quay chụp đẹp, gaming thì k quá quan trọng (chơi được Honkai Star Rail ở mức setting thấp, lâu lâu lag xíu cũng ksao). Em nên mua máy nào ạ? Em cảm ơn anh ạ. (Này mẹ em bảo dẫn đi mua nên kiểu j cũng dẫn e qua đó chứ k mua online đâu ạ hahah 😂)
p/s: Ngoài ra em cũng đang nghĩ đến việc đợi Sam A37 ạ"
